date,avg.temp_c,precip_mm,wind_m.s,max.temp_c,min.temp_c,temp.range_c,station,heating.degrees_day
2013-08-30,19.2,0,1.9,25,13.9,11.1,ninigret,0
2013-08-31,21.7,0,3.5,25.6,21.1,4.5,ninigret,0
2013-09-01,22.3,0,2.7,25.6,21.7,3.900000000000002,ninigret,0
2013-09-02,21.8,1.3,2.7,24.4,20.6,3.799999999999997,ninigret,0
2013-09-03,20.1,43.4,1.4,23.3,16.7,6.600000000000001,ninigret,0
2013-09-04,19.4,0,2.3,25,13.9,11.1,ninigret,0
2013-09-05,17.8,0,1.7,25,10.6,14.4,ninigret,0.1999999999999993
2013-09-06,14.4,0,2.1,20,8.3,11.7,ninigret,3.5999999999999996
2013-09-07,17.4,0,2.6,22.8,7.2,15.600000000000001,ninigret,0.6000000000000014
2013-09-08,19.9,0,2.9,26.1,10.6,15.500000000000002,ninigret,0
2013-09-09,15.4,0,2.3,19.4,7.2,12.2,ninigret,2.5999999999999996
2013-09-10,20.1,0,3.4,23.3,17.8,5.5,ninigret,0
2013-09-11,22.6,0,2.3,30,20,10,ninigret,0
2013-09-12,21.4,6.9,3.8,25,20,5,ninigret,0
2013-09-13,20.6,0,1.9,25,16.1,8.899999999999999,ninigret,0
2013-09-14,15.4,0,2.1,20.6,10.6,10.000000000000002,ninigret,2.5999999999999996
2013-09-15,14.2,0,1.5,19.4,8.9,10.499999999999998,ninigret,3.8000000000000007
2013-09-16,14.9,0,1.8,20,9.4,10.6,ninigret,3.0999999999999996
2013-09-17,10.5,0,2.8,17.2,5,12.2,ninigret,7.5
2013-09-18,13.4,0,1.3,20,3.3,16.7,ninigret,4.6
2013-09-19,15.3,0,1.3,22.2,6.7,15.5,ninigret,2.6999999999999993
2013-09-20,16.1,0,1.5,23.3,6.7,16.6,ninigret,1.8999999999999986
2013-09-21,18.1,0,3.1,22.2,8.9,13.299999999999999,ninigret,0
2013-09-22,17.4,8.4,3.1,22.2,10,12.2,ninigret,0.6000000000000014
2013-09-23,12.2,0,2,18.3,6.7,11.600000000000001,ninigret,5.800000000000001
2013-09-24,11.8,0,1.6,20,5.6,14.4,ninigret,6.199999999999999
2013-09-25,14.8,0,2.2,20.6,5.6,15.000000000000002,ninigret,3.1999999999999993
2013-09-26,13.7,0,1.1,18.9,8.3,10.599999999999998,ninigret,4.300000000000001
2013-09-27,13.9,0,1.2,18.9,8.3,10.599999999999998,ninigret,4.1
2013-09-28,14.6,0,1.3,22.8,6.1,16.700000000000003,ninigret,3.4000000000000004
2013-09-29,14,0,1.8,18.9,6.1,12.799999999999999,ninigret,4
2013-09-30,14.9,0,1.7,21.1,8.9,12.200000000000001,ninigret,3.0999999999999996
2013-10-01,17.3,0,1.4,25,7.2,17.8,ninigret,0.6999999999999993
2013-10-02,18.2,0,1.5,23.9,11.7,12.2,ninigret,0
2013-10-03,16.9,0,1.1,25,8.9,16.1,ninigret,1.1000000000000014
2013-10-04,16.3,0,1.3,24.4,10.6,13.799999999999999,ninigret,1.6999999999999993
2013-10-05,16.7,8.9,1.3,21.7,14.4,7.299999999999999,ninigret,1.3000000000000007
2013-10-06,16.2,0.3,2.5,17.2,14.4,2.799999999999999,ninigret,1.8000000000000007
2013-10-07,20.3,0.3,4.2,22.2,17.2,5,ninigret,0
2013-10-08,14.7,0,2.6,20,8.3,11.7,ninigret,3.3000000000000007
2013-10-09,12.9,0,2.4,17.8,6.7,11.100000000000001,ninigret,5.1
2013-10-10,14.8,0,3.3,18.9,9.4,9.499999999999998,ninigret,3.1999999999999993
2013-10-11,16.1,0,3.1,20,11.1,8.9,ninigret,1.8999999999999986
2013-10-12,15.4,0,3.8,22.2,10.6,11.6,ninigret,2.5999999999999996
2013-10-13,12.1,0,2.5,16.1,5.6,10.500000000000002,ninigret,5.9
2013-10-14,10.2,0,1.1,16.1,2.2,13.900000000000002,ninigret,7.800000000000001
2013-10-15,12.6,0,1.8,19.4,4.4,14.999999999999998,ninigret,5.4
2013-10-16,14.1,0,1.4,20,8.9,11.1,ninigret,3.9000000000000004
2013-10-17,16.4,0,2.8,19.4,13.3,6.099999999999998,ninigret,1.6000000000000014
2013-10-18,15.9,0,3,20.6,8.3,12.3,ninigret,2.0999999999999996
2013-10-19,12.7,0,1.7,18.3,3.3,15,ninigret,5.300000000000001
2013-10-20,12.3,0,1.9,17.8,2.8,15,ninigret,5.699999999999999
2013-10-21,12.9,0,2.5,17.8,0.6,17.2,ninigret,5.1
2013-10-22,15,0,2.7,19.4,5.6,13.799999999999999,ninigret,3
2013-10-23,6.9,0,1.1,10,2.2,7.8,ninigret,11.1
2013-10-24,6.7,0,2.2,12.8,3.3,9.5,ninigret,11.3
2013-10-25,4.4,0,2.1,11.1,-0.5,11.6,ninigret,13.6
2013-10-26,8.4,0,4.5,12.8,-3.2,16,ninigret,9.6
2013-10-27,9.2,0,2,15,-0.5,15.5,ninigret,8.8
2013-10-28,8.3,0,2.2,14.4,-2.1,16.5,ninigret,9.7
2013-10-29,5.8,0,1.7,12.8,1.1,11.700000000000001,ninigret,12.2
2013-10-30,8.7,0,0.9,14.4,1.7,12.700000000000001,ninigret,9.3
2013-10-31,12.9,0.3,3.4,17.8,3.3,14.5,ninigret,5.1
2013-11-01,16.6,0.8,5.7,19.4,15,4.399999999999999,ninigret,1.3999999999999986
2013-11-02,13.4,0,1.1,17.2,10.6,6.6,ninigret,4.6
2013-11-03,6.6,0,3.7,11.7,1.1,10.6,ninigret,11.4
2013-11-04,2.6,0,2.9,7.8,-2.1,9.9,ninigret,15.4
2013-11-05,4.7,NA,NA,9.4,2.8,6.6000000000000005,ninigret,13.3
2013-11-06,10.7,0,2.6,15,0.6,14.4,ninigret,7.300000000000001
2013-11-07,12.2,7.4,4.2,16.7,5,11.7,ninigret,5.800000000000001
2013-11-08,4.4,0,2.6,10.6,0,10.6,ninigret,13.6
2013-11-09,4.9,0,2.6,10,0.6,9.4,ninigret,13.1
2013-11-10,10.3,0,4.4,13.9,7.2,6.7,ninigret,7.699999999999999
2013-11-11,8.9,0,4.6,11.7,5,6.699999999999999,ninigret,9.1
2013-11-12,2.9,0,4.5,11.1,-1.6,12.7,ninigret,15.1
2013-11-13,-1.1,0,3.6,3.3,-3.8,7.1,ninigret,19.1
2013-11-14,6.6,0,4.5,10,0,10,ninigret,11.4
2013-11-15,8.7,0,2.7,13.3,2.8,10.5,ninigret,9.3
2013-11-16,8.2,0,1.7,13.3,1.7,11.600000000000001,ninigret,9.8
2013-11-17,11.4,2.8,2.6,15,1.1,13.9,ninigret,6.6
2013-11-18,13.8,5.6,4.6,16.7,10,6.699999999999999,ninigret,4.199999999999999
2013-11-19,5.3,0,4.4,10,0.6,9.4,ninigret,12.7
2013-11-20,-0.3,0,2.1,7.2,-5.5,12.7,ninigret,18.3
2013-11-21,3.6,0,0.8,7.8,-7.1,14.899999999999999,ninigret,14.4
2013-11-22,10.1,0,2.1,11.7,3.9,7.799999999999999,ninigret,7.9
2013-11-23,5.7,0,4.3,11.1,-0.5,11.6,ninigret,12.3
2013-11-24,-3.7,0,5.8,-0.5,-5.5,5,ninigret,21.7
2013-11-25,-1.8,0,3.2,3.3,-7.1,10.399999999999999,ninigret,19.8
2013-11-26,5.4,3.3,3.5,10,2.8,7.2,ninigret,12.6
2013-11-27,10.5,37.8,6,15.6,2.8,12.8,ninigret,7.5
2013-11-28,-0.3,0,3.7,3.3,-3.2,6.5,ninigret,18.3
2013-11-29,-1.6,0,1.7,2.8,-4.3,7.1,ninigret,19.6
2013-11-30,-1.5,0,1.6,5,-8.8,13.8,ninigret,19.5
2013-12-01,8.1,5.6,3.4,10.6,3.9,6.699999999999999,ninigret,9.9
2013-12-02,3.8,0,1.5,7.8,0,7.8,ninigret,14.2
2013-12-03,4.7,0,2.6,11.1,0.6,10.5,ninigret,13.3
2013-12-04,2.7,0,0.7,8.3,-2.1,10.4,ninigret,15.3
2013-12-05,9.9,0,2.6,12.2,0.6,11.6,ninigret,8.1
2013-12-06,9.1,4.8,3.1,13.3,3.3,10,ninigret,8.9
2013-12-07,1.8,5.6,3.4,5,-1,6,ninigret,16.2
2013-12-08,-1.3,0,2,0,-4.3,4.3,ninigret,19.3
2013-12-09,3,2,3.8,7.2,-2.1,9.3,ninigret,15
2013-12-10,-0.6,2,1.4,1.7,-2.7,4.4,ninigret,18.6
2013-12-11,-1.7,0,3,0.6,-3.8,4.3999999999999995,ninigret,19.7
2013-12-12,-4.3,0,2.6,-1.6,-11,9.4,ninigret,22.3
2013-12-13,-1.1,0,3.4,0,-6.6,6.6,ninigret,19.1
2013-12-15,0.1,16.5,4,3.9,-1,4.9,ninigret,17.9
2013-12-16,-3.5,0,3.1,0.6,-8.2,8.799999999999999,ninigret,21.5
2013-12-18,-0.2,0,3.6,1.7,-5.5,7.2,ninigret,18.2
2013-12-19,5.2,0,3.3,7.2,-2.7,9.9,ninigret,12.8
2013-12-20,5.3,0,2.7,10,-1,11,ninigret,12.7
2013-12-21,9.3,0,4,12.8,7.2,5.6000000000000005,ninigret,8.7
2013-12-22,11.7,0,4.1,15.6,10.6,5,ninigret,6.300000000000001
2013-12-23,6.7,10.4,2.5,13.3,4.4,8.9,ninigret,11.3
2013-12-24,1.9,0,4.2,5,-1.6,6.6,ninigret,16.1
2013-12-25,-2.1,0,3.3,-1.6,-7.7,6.1,ninigret,20.1
2013-12-26,1.4,0,2.1,5.6,-5.5,11.1,ninigret,16.6
2013-12-27,2.3,0,1.8,3.3,-6.6,9.899999999999999,ninigret,15.7
2013-12-28,5.8,0,3.3,8.3,-2.7,11,ninigret,12.2
2013-12-30,2.3,0,3.8,6.7,-6.6,13.3,ninigret,15.7
2014-01-07,-8.5,0,4.9,-0.5,-13.2,12.7,ninigret,26.5
2014-01-12,7.7,0.8,3.9,10,0.6,9.4,ninigret,10.3
2014-01-13,7.2,0,3.3,8.3,-2.1,10.4,ninigret,10.8
2014-01-15,7.3,0,1,8.3,-1,9.3,ninigret,10.7
2014-01-17,2.8,0,1.6,5,-1,6,ninigret,15.2
2014-01-18,2.4,0.5,2.1,5,-0.5,5.5,ninigret,15.6
2014-01-19,0.6,NA,5.3,2.2,-1.6,3.8000000000000003,ninigret,17.4
2014-01-20,3.5,NA,4.9,6.1,-1.6,7.699999999999999,ninigret,14.5
2014-01-21,-7.6,2.3,4.7,-1.6,-10.5,8.9,ninigret,25.6
2014-01-22,-11.2,0.3,5.2,-7.7,-13.8,6.1000000000000005,ninigret,29.2
2014-01-23,-11.6,0,2.6,-6.6,-16.6,10.000000000000002,ninigret,29.6
2014-01-24,-10.3,0,3.4,-6.6,-14.3,7.700000000000001,ninigret,28.3
2014-01-25,-0.2,0,7.1,3.3,-7.1,10.399999999999999,ninigret,18.2
2014-01-26,-4.7,0,4.3,-1.6,-8.2,6.6,ninigret,22.7
2014-01-27,2.7,0,4.6,7.2,-6,13.2,ninigret,15.3
2014-01-28,-7.7,0,2.9,-6,-10.5,4.5,ninigret,25.7
2014-01-29,-7.3,2,2.9,-4.9,-9.9,5,ninigret,25.3
2014-01-30,-6,0,1.7,-3.2,-17.1,13.900000000000002,ninigret,24
2014-01-31,-0.4,0,2.4,2.8,-11,13.8,ninigret,18.4
2014-02-01,2.6,0,1.3,5,-1.6,6.6,ninigret,15.4
2014-02-02,5,0,2.3,7.8,0.6,7.2,ninigret,13
2014-02-03,0.7,0,3.2,5.6,-1.6,7.199999999999999,ninigret,17.3
2014-02-04,-1.5,0,0.8,1.7,-8.2,9.899999999999999,ninigret,19.5
2014-02-05,-0.9,1.5,3.7,1.1,-3.8,4.9,ninigret,18.9
2014-02-06,-3.4,NA,2.4,-1,-8.2,7.199999999999999,ninigret,21.4
2014-02-07,-3.4,0,2.2,-0.5,-12.1,11.6,ninigret,21.4
2014-02-08,-4,0,1.7,-2.1,-9.9,7.800000000000001,ninigret,22
2014-02-09,-2.7,0,1.9,0,-8.2,8.2,ninigret,20.7
2014-02-10,-4.1,0,2.9,-1.6,-9.3,7.700000000000001,ninigret,22.1
2014-02-11,-7.7,0,3,-3.2,-12.1,8.899999999999999,ninigret,25.7
2014-02-12,-6.3,0,2.7,-1,-14.3,13.3,ninigret,24.3
2014-02-13,1.1,5.3,6.2,3.3,-3.2,6.5,ninigret,16.9
2014-02-14,2.2,0,4.2,5,0,5,ninigret,15.8
2014-02-15,-1.1,0,4.3,1.7,-4.9,6.6000000000000005,ninigret,19.1
2014-02-16,-2.4,0,3.6,1.1,-5.5,6.6,ninigret,20.4
2014-02-17,-5.9,0,3.3,-1,-14.3,13.3,ninigret,23.9
2014-02-18,-2,0,3.3,5,-13.8,18.8,ninigret,20
2014-02-19,0.9,1,2,5.6,-9.3,14.9,ninigret,17.1
2014-02-20,4.3,4.1,2.6,8.3,0.6,7.700000000000001,ninigret,13.7
2014-02-21,4.2,4.1,3.2,10.6,1.7,8.9,ninigret,13.8
2014-02-22,4.7,0,3.7,8.9,0.6,8.3,ninigret,13.3
2014-02-23,4.7,0,1.7,10,-1.6,11.6,ninigret,13.3
2014-02-24,1.2,0.3,3.8,5.6,-3.8,9.399999999999999,ninigret,16.8
2014-02-25,-4.2,0,3.3,-1,-6,5,ninigret,22.2
2014-02-26,-4.9,0,3.1,-0.5,-9.3,8.8,ninigret,22.9
2014-02-27,-5.5,0,3.8,0,-13.8,13.8,ninigret,23.5
2014-02-28,-8.6,0,2.6,-3.8,-12.1,8.3,ninigret,26.6
2014-03-01,-2.8,0,2.5,1.7,-13.8,15.5,ninigret,20.8
2014-03-02,1.7,0,2.1,2.8,0,2.8,ninigret,16.3
2014-03-03,-5.7,0,4.4,0,-10.5,10.5,ninigret,23.7
2014-03-04,-6.4,0,2.4,-2.7,-12.1,9.399999999999999,ninigret,24.4
2014-03-05,-2.2,0,2.7,2.2,-5.5,7.7,ninigret,20.2
2014-03-06,-5.9,0,3.2,-0.5,-10.5,10,ninigret,23.9
2014-03-07,-1.7,0,3.1,2.8,-9.9,12.7,ninigret,19.7
2014-03-08,5.9,0,3.1,10.6,-2.7,13.3,ninigret,12.1
2014-03-09,3,0,3.1,5.6,0.6,5,ninigret,15
2014-03-10,1.8,0,2.1,5.6,-0.5,6.1,ninigret,16.2
2014-03-11,5.5,0,2.3,11.7,2.2,9.5,ninigret,12.5
2014-03-12,6.9,14,3.4,11.1,3.3,7.8,ninigret,11.1
2014-03-13,-5.3,0.3,6.3,8.3,-8.8,17.1,ninigret,23.3
2014-03-14,-1.3,0,3.8,3.9,-8.8,12.700000000000001,ninigret,19.3
2014-03-15,6.7,0.3,3.7,12.8,3.9,8.9,ninigret,11.3
2014-03-16,0.2,0,4.4,4.4,-2.7,7.1000000000000005,ninigret,17.8
2014-03-17,-3.9,0,3.2,0.6,-6.6,7.199999999999999,ninigret,21.9
2014-03-18,-1.6,NA,3.5,3.9,-8.8,12.700000000000001,ninigret,19.6
2014-03-19,1.9,2.3,4.8,5.6,-4.9,10.5,ninigret,16.1
2014-03-20,8,8.6,3.9,12.2,4.4,7.799999999999999,ninigret,10
2014-03-21,4.7,0,3.7,8.9,-2.1,11,ninigret,13.3
2014-03-22,5.7,0,3.7,12.2,-4.3,16.5,ninigret,12.3
2014-03-23,1.7,0,2.9,6.7,-2.7,9.4,ninigret,16.3
2014-03-24,-3.1,0,3.8,1.7,-7.7,9.4,ninigret,21.1
2014-03-25,-2.1,0,2.5,2.2,-9.9,12.100000000000001,ninigret,20.1
2014-03-26,-0.6,0,7.4,3.3,-4.3,7.6,ninigret,18.6
2014-03-27,0.2,0,4.4,3.3,-6,9.3,ninigret,17.8
2014-03-28,6.6,1.8,3.7,11.1,-0.5,11.6,ninigret,11.4
2014-03-29,6.4,38.9,3.1,10.6,1.7,8.9,ninigret,11.6
2014-03-30,7.8,105.7,5.8,13.9,3.3,10.600000000000001,ninigret,10.2
2014-03-31,3.4,2.8,5,6.1,2.2,3.8999999999999995,ninigret,14.6
2014-04-01,5,0,3.3,10,1.1,8.9,ninigret,13
2014-04-02,3.8,0,1.6,8.9,-1,9.9,ninigret,14.2
2014-04-03,5.9,0,3.1,16.1,-0.5,16.6,ninigret,12.1
2014-04-04,5.3,4.6,4.3,8.9,3.9,5,ninigret,12.7
2014-04-05,7.4,0.5,3.6,12.2,3.3,8.899999999999999,ninigret,10.6
2014-04-06,5.6,0,3.4,10.6,1.1,9.5,ninigret,12.4
2014-04-07,6,5.6,3.5,8.9,0,8.9,ninigret,12
2014-04-08,8.4,22.1,3.4,12.2,7.2,4.999999999999999,ninigret,9.6
2014-04-09,9.8,0,3.9,15.6,3.9,11.7,ninigret,8.2
2014-04-10,5.7,0,4.3,10,-1.6,11.6,ninigret,12.3
2014-04-11,9.3,0,3.2,16.1,7.8,8.3,ninigret,8.7
2014-04-12,11.8,0,2.9,18.3,6.1,12.200000000000001,ninigret,6.199999999999999
2014-04-13,9.3,0,3.7,14.4,2.8,11.600000000000001,ninigret,8.7
2014-04-14,11.7,0,5.4,16.7,10,6.699999999999999,ninigret,6.300000000000001
2014-04-15,10.7,34.3,6.7,13.9,2.8,11.100000000000001,ninigret,7.300000000000001
2014-04-16,4.1,8.9,4.7,8.9,0,8.9,ninigret,13.9
2014-04-17,3.6,0,4.6,8.3,-0.5,8.8,ninigret,14.4
2014-04-18,4.4,0,2.6,8.3,-1,9.3,ninigret,13.6
2014-04-19,10.1,0,2.7,18.9,3.3,15.599999999999998,ninigret,7.9
2014-04-20,6.2,0,2.6,10.6,0,10.6,ninigret,11.8
2014-04-21,6.8,0,1.7,13.3,-1,14.3,ninigret,11.2
2014-04-22,9.2,0,3,14.4,3.3,11.100000000000001,ninigret,8.8
2014-04-23,9.9,2,4.7,14.4,6.7,7.7,ninigret,8.1
2014-04-24,10.9,0,5.3,16.1,5.6,10.500000000000002,ninigret,7.1
2014-04-25,8.8,0,3.5,13.9,5.6,8.3,ninigret,9.2
2014-04-26,7.6,9.1,2.2,8.9,6.1,2.8000000000000007,ninigret,10.4
2014-04-27,8.1,0.8,3,12.8,6.1,6.700000000000001,ninigret,9.9
2014-04-28,9.1,0,3.4,16.1,5,11.100000000000001,ninigret,8.9
2014-04-29,7.2,0,5.7,10,5.6,4.4,ninigret,10.8
2014-04-30,6.7,32.8,5.7,8.3,5,3.3000000000000007,ninigret,11.3
2014-05-01,10.2,29,3.6,15.6,8.3,7.299999999999999,ninigret,7.800000000000001
2014-05-02,12.6,0,3.1,17.2,8.3,8.899999999999999,ninigret,5.4
2014-05-03,10.7,0,2.4,17.2,3.9,13.299999999999999,ninigret,7.300000000000001
2014-05-04,13.4,0,5.6,17.2,10,7.199999999999999,ninigret,4.6
2014-05-05,13.2,0,3.4,19.4,7.8,11.599999999999998,ninigret,4.800000000000001
2014-05-06,11.7,0,2.7,18.3,4.4,13.9,ninigret,6.300000000000001
2014-05-07,10.7,0,2.9,17.2,3.3,13.899999999999999,ninigret,7.300000000000001
2014-05-08,9.9,2.5,0.6,13.9,4.4,9.5,ninigret,8.1
2014-05-09,12.3,1.8,3.1,14.4,11.7,2.700000000000001,ninigret,5.699999999999999
2014-05-10,13.9,0,3.4,21.1,12.2,8.900000000000002,ninigret,4.1
2014-05-11,17.6,2.3,3.8,22.2,11.7,10.5,ninigret,0.3999999999999986
2014-05-12,16.3,0,2.2,23.3,9.4,13.9,ninigret,1.6999999999999993
2014-05-13,13.1,0,4.4,18.9,8.3,10.599999999999998,ninigret,4.9
2014-05-14,12.2,0,2.5,15.6,7.8,7.8,ninigret,5.800000000000001
2014-05-15,15.6,0.5,4.7,19.4,13.9,5.499999999999998,ninigret,2.4000000000000004
2014-05-16,14.9,0,5.4,16.7,13.9,2.799999999999999,ninigret,3.0999999999999996
2014-05-17,14.6,13.7,4.2,21.1,12.2,8.900000000000002,ninigret,3.4000000000000004
2014-05-18,15.2,0,4.3,21.7,10.6,11.1,ninigret,2.8000000000000007
2014-05-19,15.3,0,3.8,20.6,10,10.600000000000001,ninigret,2.6999999999999993
2014-05-20,15.6,0,3.1,25.6,8.9,16.700000000000003,ninigret,2.4000000000000004
2014-05-21,13.8,0,2.6,21.1,6.7,14.400000000000002,ninigret,4.199999999999999
2014-05-22,13.1,8.6,2.4,15.6,12.2,3.4000000000000004,ninigret,4.9
2014-05-23,14.3,0,2.5,17.8,11.7,6.100000000000001,ninigret,3.6999999999999993
2014-05-24,15,0,2.8,20.6,11.1,9.500000000000002,ninigret,3
2014-05-25,12.4,1.5,2,17.2,9.4,7.799999999999999,ninigret,5.6
2014-05-26,15.8,0.3,2.2,23.9,8.3,15.599999999999998,ninigret,2.1999999999999993
2014-05-27,16.9,1.3,3.3,27.8,11.1,16.700000000000003,ninigret,1.1000000000000014
2014-05-28,10.9,0,4.3,13.9,8.9,5,ninigret,7.1
2014-05-29,10.8,0,2.7,16.7,4.4,12.299999999999999,ninigret,7.199999999999999
2014-05-30,11.1,9.4,1.9,16.1,3.9,12.200000000000001,ninigret,6.9
2014-05-31,14.1,0,3,20.6,5.6,15.000000000000002,ninigret,3.9000000000000004
2014-06-01,15.7,0,2.2,23.3,4.4,18.9,ninigret,2.3000000000000007
2014-06-02,15.1,0,2.3,22.8,6.7,16.1,ninigret,2.9000000000000004
2014-06-03,15.8,0,2.6,21.1,10.6,10.500000000000002,ninigret,2.1999999999999993
2014-06-04,15.3,0,2.9,20,15,5,ninigret,2.6999999999999993
2014-06-05,15.6,24.6,2.7,18.3,13.3,5,ninigret,2.4000000000000004
2014-06-06,18.2,0,2.5,25,12.8,12.2,ninigret,0
2014-06-07,18.1,0,2.9,24.4,12.2,12.2,ninigret,0
2014-06-08,20,0,1.8,28.3,13.3,15,ninigret,0
2014-06-09,16.8,12.7,1.7,21.1,13.9,7.200000000000001,ninigret,1.1999999999999993
2014-06-10,18.2,0,2.5,21.1,16.7,4.400000000000002,ninigret,0
2014-06-11,17.8,0,5,22.2,15,7.199999999999999,ninigret,0.1999999999999993
2014-06-12,17.1,0,4.8,20.6,15.6,5.000000000000002,ninigret,0.8999999999999986
2014-06-13,17.6,18.5,3,21.1,16.1,5,ninigret,0.3999999999999986
2014-06-14,19.3,0,2.3,25,13.3,11.7,ninigret,0
2014-06-15,19.6,0,2.9,26.1,12.2,13.900000000000002,ninigret,0
2014-06-16,18.1,0,2.5,24.4,12.2,12.2,ninigret,0
2014-06-17,18.2,0,3.1,23.3,15.6,7.700000000000001,ninigret,0
2014-06-18,24.3,0,3,30,17.2,12.8,ninigret,0
2014-06-19,19.5,8.9,2.1,22.8,15,7.800000000000001,ninigret,0
2014-06-20,19.1,0,2,25,11.7,13.3,ninigret,0
2014-06-21,16.4,0,2.3,22.2,10,12.2,ninigret,1.6000000000000014
2014-06-22,17.3,0,2,22.2,10.6,11.6,ninigret,0.6999999999999993
2014-06-23,17.6,0,2.5,21.7,10.6,11.1,ninigret,0.3999999999999986
2014-06-24,19.1,0,3.1,22.8,11.7,11.100000000000001,ninigret,0
2014-06-25,20.6,0,3.8,23.9,18.3,5.599999999999998,ninigret,0
2014-06-26,20.8,2.3,3.1,27.8,16.1,11.7,ninigret,0
2014-06-27,19.1,0,2.3,26.7,12.2,14.5,ninigret,0
2014-06-28,18.2,0,1.9,23.9,11.1,12.799999999999999,ninigret,0
2014-06-29,18.4,0,2.6,24.4,12.8,11.599999999999998,ninigret,0
2014-06-30,20.7,0,3.6,26.1,18.9,7.200000000000003,ninigret,0
2014-07-01,21.6,0,4.1,26.1,19.4,6.700000000000003,ninigret,0
2014-07-02,22.3,0,4.5,27.8,20.6,7.199999999999999,ninigret,0
2014-07-03,22.8,0.5,3.2,29.4,20.6,8.799999999999997,ninigret,0
2014-07-04,19.9,61.5,4.6,23.3,17.8,5.5,ninigret,0
2014-07-05,21,0,4,26.7,16.7,10,ninigret,0
2014-07-06,20.6,0,3.2,27.8,15.6,12.200000000000001,ninigret,0
2014-07-07,21.1,0,4.7,25.6,20,5.600000000000001,ninigret,0
2014-07-08,21.7,0,4.5,28.3,20.6,7.699999999999999,ninigret,0
2014-07-09,21.7,0,3.6,27.8,20.6,7.199999999999999,ninigret,0
2014-07-10,21.8,1.3,1.7,27.2,18.9,8.3,ninigret,0
2014-07-11,20.5,0,2.2,26.7,16.7,10,ninigret,0
2014-07-12,20.1,0,2.6,27.2,14.4,12.799999999999999,ninigret,0
2014-07-13,21.4,0,4.3,26.1,20,6.100000000000001,ninigret,0
2014-07-14,21.3,2.3,3.2,26.7,21.1,5.599999999999998,ninigret,0
2014-07-15,21.1,1.5,4.2,23.3,20.6,2.6999999999999993,ninigret,0
2014-07-16,20.1,14.7,2.2,23.3,19.4,3.900000000000002,ninigret,0
2014-07-17,20.2,0,1.7,26.7,17.2,9.5,ninigret,0
2014-07-18,19.7,0,1.8,26.1,15,11.100000000000001,ninigret,0
2014-07-19,19.4,0,1.7,23.9,15,8.899999999999999,ninigret,0
2014-07-20,20.2,0,3,24.4,17.8,6.599999999999998,ninigret,0
2014-07-21,20.3,0,2.4,26.7,17.8,8.899999999999999,ninigret,0
2014-07-22,21.7,0,2.8,29.4,15.6,13.799999999999999,ninigret,0
2014-07-23,22.4,0,3.9,27.8,20.6,7.199999999999999,ninigret,0
2014-07-24,22.4,0,2.5,27.8,19.4,8.400000000000002,ninigret,0
2014-07-25,20.9,0,2.6,27.2,17.2,10,ninigret,0
2014-07-26,20.2,0,3,27.2,15.6,11.6,ninigret,0
2014-07-27,21.7,9.1,3.6,25,20.6,4.399999999999999,ninigret,0
2014-07-28,22.8,2.3,4.2,27.2,20.6,6.599999999999998,ninigret,0
2014-07-29,20,0,2.5,25.6,15.6,10.000000000000002,ninigret,0
2014-07-30,19.2,0,2,26.1,13.3,12.8,ninigret,0
2014-07-31,19.8,0,2.4,26.7,12.8,13.899999999999999,ninigret,0
2014-08-01,21.4,0,2.1,26.1,17.2,8.900000000000002,ninigret,0
2014-08-02,18.1,14.2,2.7,21.7,17.2,4.5,ninigret,0
2014-08-03,19.3,0,2.1,22.2,17.2,5,ninigret,0
2014-08-04,21.8,0,2.8,26.1,18.9,7.200000000000003,ninigret,0
2014-08-05,21.9,0,1.7,28.3,19.4,8.900000000000002,ninigret,0
2014-08-06,21.4,0,1.9,27.8,17.8,10,ninigret,0
2014-08-07,20,0,2.4,27.2,15.6,11.6,ninigret,0
2014-08-08,20.3,0,2,28.9,14.4,14.499999999999998,ninigret,0
2014-08-09,20.8,0,1.7,29.4,15,14.399999999999999,ninigret,0
2014-08-10,21.6,0,1.6,29.4,15.6,13.799999999999999,ninigret,0
2014-08-11,20.3,0,2.1,26.7,15,11.7,ninigret,0
2014-08-12,21.2,0,3.3,26.7,15.6,11.1,ninigret,0
2014-08-13,21,9.7,4.1,24.4,19.4,5,ninigret,0
2014-08-14,19.6,0,2.3,25.6,16.1,9.5,ninigret,0
2014-08-15,18.5,0,2.7,22.8,13.9,8.9,ninigret,0
2014-08-16,18.3,0,2.1,25,11.1,13.9,ninigret,0
2014-08-17,20.2,0,2,26.7,16.7,10,ninigret,0
2014-08-18,18.9,0,2.1,26.7,15,11.7,ninigret,0
2014-08-19,17.6,0,2.1,24.4,11.1,13.299999999999999,ninigret,0.3999999999999986
2014-08-20,18.2,0,1.4,26.7,13.3,13.399999999999999,ninigret,0
2014-08-21,19.7,0,2.2,25,13.3,11.7,ninigret,0
2014-08-22,20.1,0,2.6,23.9,17.2,6.699999999999999,ninigret,0
2014-08-23,19.1,0,2.6,25,13.3,11.7,ninigret,0
2014-08-24,18.2,0,1.8,26.1,11.7,14.400000000000002,ninigret,0
2014-08-25,20,0,1.6,28.9,12.2,16.7,ninigret,0
2014-08-26,19.9,0,1.7,26.7,13.9,12.799999999999999,ninigret,0
2014-08-27,21.1,0,2.8,27.8,14.4,13.4,ninigret,0
