date,avg.temp_c,precip_mm,wind_m.s,max.temp_c,min.temp_c,temp.range_c,station,heating.degrees_day
1998-11-01,7.1,NA,NA,15.6,1.1,14.5,ninigret,10.9
1998-11-02,7.2,NA,NA,15,-0.6,15.6,ninigret,10.8
1998-11-03,3,NA,NA,11.7,-4.4,16.1,ninigret,15
1998-11-04,1.1,NA,NA,10,-5,15,ninigret,16.9
1998-11-05,2.5,NA,NA,12.2,-5,17.2,ninigret,15.5
1998-11-06,3.6,NA,NA,10.6,-1.1,11.7,ninigret,14.4
1998-11-07,3.8,NA,NA,11.7,-2.2,13.899999999999999,ninigret,14.2
1998-11-08,2.7,NA,NA,11.1,-2.2,13.3,ninigret,15.3
1998-11-09,1.9,NA,NA,10.6,-3.9,14.5,ninigret,16.1
1998-11-10,4.6,NA,NA,10.6,-5,15.6,ninigret,13.4
1998-11-11,11.2,NA,NA,15,2.2,12.8,ninigret,6.800000000000001
1998-11-12,6.1,NA,NA,12.8,-0.6,13.4,ninigret,11.9
1998-11-13,5.7,NA,NA,13.3,-2.2,15.5,ninigret,12.3
1998-11-14,6.6,NA,NA,13.9,-3.3,17.2,ninigret,11.4
1998-11-15,10.2,NA,NA,18.3,-1.1,19.400000000000002,ninigret,7.800000000000001
1998-11-16,5.6,NA,NA,12.8,-1.7,14.5,ninigret,12.4
1998-11-17,6.6,NA,NA,8.3,4.4,3.9000000000000004,ninigret,11.4
1998-11-18,3.2,NA,NA,9.4,-2.2,11.600000000000001,ninigret,14.8
1998-11-19,5.8,NA,NA,11.1,-3.3,14.399999999999999,ninigret,12.2
1998-11-20,11.6,NA,NA,15,8.3,6.699999999999999,ninigret,6.4
1998-11-21,5.6,NA,NA,11.7,-1.7,13.399999999999999,ninigret,12.4
1998-11-22,4.3,NA,NA,9.4,-2.2,11.600000000000001,ninigret,13.7
1998-11-23,10.6,NA,NA,13.9,7.2,6.7,ninigret,7.4
1998-11-24,10.4,NA,NA,15.6,0,15.6,ninigret,7.6
1998-11-25,3.5,NA,NA,10,-3.9,13.9,ninigret,14.5
1998-11-26,9.4,NA,NA,13.3,7.2,6.1000000000000005,ninigret,8.6
1998-11-27,6.9,NA,NA,10.6,4.4,6.199999999999999,ninigret,11.1
1998-11-28,5.8,NA,NA,12.2,0,12.2,ninigret,12.2
1998-11-29,5.9,NA,NA,12.2,0.6,11.6,ninigret,12.1
1998-11-30,9.6,NA,NA,14.4,5,9.4,ninigret,8.4
1998-12-01,10.2,NA,NA,16.1,0.6,15.500000000000002,ninigret,7.800000000000001
1998-12-02,8.4,NA,NA,13.9,-1.1,15,ninigret,9.6
1998-12-03,9.6,NA,NA,16.7,6.1,10.6,ninigret,8.4
1998-12-04,10.8,NA,NA,21.1,3.9,17.200000000000003,ninigret,7.199999999999999
1998-12-05,6.9,NA,NA,12.2,0,12.2,ninigret,11.1
1998-12-06,10.7,NA,NA,16.1,7.2,8.900000000000002,ninigret,7.300000000000001
1998-12-07,13.7,NA,NA,21.7,8.3,13.399999999999999,ninigret,4.300000000000001
1998-12-08,7.2,NA,NA,8.9,4.4,4.5,ninigret,10.8
1998-12-09,2.4,NA,NA,9.4,-3.9,13.3,ninigret,15.6
1998-12-10,1.5,NA,NA,10,-6.1,16.1,ninigret,16.5
1998-12-11,2.2,NA,NA,10,-6.1,16.1,ninigret,15.8
1998-12-12,1.2,NA,NA,7.8,-8.9,16.7,ninigret,16.8
1998-12-13,3.9,NA,NA,7.8,-2.2,10,ninigret,14.1
1998-12-14,0.4,NA,NA,7.2,-7.2,14.4,ninigret,17.6
1998-12-15,3.3,NA,NA,10.6,-7.8,18.4,ninigret,14.7
1998-12-16,2.3,NA,NA,8.3,-1.7,10,ninigret,15.7
1998-12-17,3.2,NA,NA,9.4,-0.6,10,ninigret,14.8
1998-12-18,-0.7,NA,NA,4.4,-7.2,11.600000000000001,ninigret,18.7
1998-12-19,5.1,NA,NA,9.4,-7.8,17.2,ninigret,12.9
1998-12-20,7.7,NA,NA,11.1,5,6.1,ninigret,10.3
1998-12-21,7.6,NA,NA,10,5,5,ninigret,10.4
1998-12-22,6.2,NA,NA,12.8,-5,17.8,ninigret,11.8
1998-12-23,-5.5,NA,NA,-1.7,-12.2,10.5,ninigret,23.5
1998-12-24,-5.4,NA,NA,-1.7,-11.7,10,ninigret,23.4
1998-12-25,-6.9,NA,NA,2.8,-12.2,15,ninigret,24.9
1998-12-26,-4.1,NA,NA,3.3,-12.8,16.1,ninigret,22.1
1998-12-27,-1.2,NA,NA,5,-11.7,16.7,ninigret,19.2
1998-12-28,4.4,NA,NA,7.2,2.2,5,ninigret,13.6
1998-12-29,3.7,NA,NA,5.6,1.1,4.5,ninigret,14.3
1998-12-30,-2.3,NA,NA,3.9,-10.6,14.5,ninigret,20.3
1998-12-31,-8.2,NA,NA,-3.3,-11.7,8.399999999999999,ninigret,26.2
1999-01-01,-6.1,NA,NA,0.6,-13.3,13.9,ninigret,24.1
1999-01-02,-10.1,NA,NA,-6.1,-17.8,11.700000000000001,ninigret,28.1
1999-01-03,4.6,NA,NA,10.6,-5.6,16.2,ninigret,13.4
1999-01-04,-1.5,NA,NA,4.4,-7.2,11.600000000000001,ninigret,19.5
1999-01-05,-7.3,NA,NA,0,-12.2,12.2,ninigret,25.3
1999-01-06,-4.7,NA,NA,1.7,-15.6,17.3,ninigret,22.7
1999-01-07,-3.2,NA,NA,2.8,-15.6,18.4,ninigret,21.2
1999-01-08,-5.1,NA,NA,7.2,-18.3,25.5,ninigret,23.1
1999-01-09,6.9,NA,NA,12.2,-1.7,13.899999999999999,ninigret,11.1
1999-01-10,-4.7,NA,NA,0.6,-11.7,12.299999999999999,ninigret,22.7
1999-01-11,-4.9,NA,NA,-1.1,-12.2,11.1,ninigret,22.9
1999-01-12,3.3,NA,NA,7.8,-8.3,16.1,ninigret,14.7
1999-01-13,3.7,NA,NA,9.4,-6.7,16.1,ninigret,14.3
1999-01-14,-8.9,NA,NA,-5.6,-11.1,5.5,ninigret,26.9
1999-01-15,2.9,NA,NA,10,-5,15,ninigret,15.1
1999-01-16,0.2,NA,NA,5,-5.6,10.6,ninigret,17.8
1999-01-17,2.2,NA,NA,9.4,-4.4,13.8,ninigret,15.8
1999-01-18,5.4,NA,NA,12.2,-3.3,15.5,ninigret,12.6
1999-01-19,4.8,NA,NA,8.9,-2.8,11.7,ninigret,13.2
1999-01-20,0.6,NA,NA,7.2,-5.6,12.8,ninigret,17.4
1999-01-21,1.6,NA,NA,8.9,-7.2,16.1,ninigret,16.4
1999-01-22,4.8,NA,NA,7.2,2.8,4.4,ninigret,13.2
1999-01-23,5.8,NA,NA,9.4,3.9,5.5,ninigret,12.2
1999-01-24,10.8,NA,NA,12.2,8.3,3.8999999999999986,ninigret,7.199999999999999
1999-04-12,5.6,NA,NA,5.6,5.6,0,ninigret,12.4
1999-04-13,7.7,NA,NA,13.3,-0.6,13.9,ninigret,10.3
1999-04-14,9.3,NA,NA,16.7,0.6,16.099999999999998,ninigret,8.7
1999-04-15,8.5,NA,NA,16.7,-2.2,18.9,ninigret,9.5
1999-04-16,7.2,NA,NA,9.4,3.9,5.5,ninigret,10.8
1999-04-17,8.4,NA,NA,15,-0.6,15.6,ninigret,9.6
1999-04-18,10.1,NA,NA,16.7,4.4,12.299999999999999,ninigret,7.9
1999-04-19,8.8,NA,NA,16.1,0.6,15.500000000000002,ninigret,9.2
1999-04-20,5.8,NA,NA,11.1,0,11.1,ninigret,12.2
1999-04-21,9.2,NA,NA,16.7,0.6,16.099999999999998,ninigret,8.8
1999-04-22,8.9,NA,NA,12.2,3.3,8.899999999999999,ninigret,9.1
1999-04-23,10.1,NA,NA,13.3,7.8,5.500000000000001,ninigret,7.9
1999-04-26,12.5,NA,NA,20.6,8.9,11.700000000000001,ninigret,5.5
1999-04-27,9.7,NA,NA,16.7,3.3,13.399999999999999,ninigret,8.3
1999-04-28,9.1,NA,NA,16.7,0.6,16.099999999999998,ninigret,8.9
1999-04-29,9.1,NA,NA,18.3,2.8,15.5,ninigret,8.9
1999-04-30,9.9,NA,NA,17.2,0,17.2,ninigret,8.1
1999-05-01,8.4,NA,NA,17.2,-1.1,18.3,ninigret,9.6
1999-05-02,12.2,NA,NA,19.4,1.7,17.7,ninigret,5.800000000000001
1999-05-03,10.6,NA,NA,12.2,8.9,3.299999999999999,ninigret,7.4
1999-05-04,11.7,NA,NA,15,9.4,5.6,ninigret,6.300000000000001
1999-05-05,12.9,NA,NA,16.1,10.6,5.500000000000002,ninigret,5.1
1999-05-06,15.2,NA,NA,22.8,12.2,10.600000000000001,ninigret,2.8000000000000007
1999-05-07,12.8,NA,NA,16.7,10.6,6.1,ninigret,5.199999999999999
1999-05-08,12.2,NA,NA,13.9,10.6,3.3000000000000007,ninigret,5.800000000000001
1999-05-09,14.6,NA,NA,18.3,11.1,7.200000000000001,ninigret,3.4000000000000004
1999-05-10,16.2,NA,NA,23.9,10,13.899999999999999,ninigret,1.8000000000000007
1999-05-11,9.2,NA,NA,13.9,5.6,8.3,ninigret,8.8
1999-05-12,12.1,NA,NA,20,3.3,16.7,ninigret,5.9
1999-05-13,12.2,NA,NA,19.4,1.7,17.7,ninigret,5.800000000000001
1999-05-14,9.7,NA,NA,17.2,1.1,16.099999999999998,ninigret,8.3
1999-05-15,10.7,NA,NA,21.7,1.1,20.599999999999998,ninigret,7.300000000000001
1999-05-16,11.2,NA,NA,19.4,1.7,17.7,ninigret,6.800000000000001
1999-05-17,14.4,NA,NA,22.8,3.9,18.900000000000002,ninigret,3.5999999999999996
1999-05-18,16.1,NA,NA,19.4,11.1,8.299999999999999,ninigret,1.8999999999999986
1999-05-19,16.1,NA,NA,19.4,14.4,4.999999999999998,ninigret,1.8999999999999986
1999-05-20,16.4,NA,NA,23.3,8.3,15,ninigret,1.6000000000000014
1999-05-21,13.9,NA,NA,21.1,6.7,14.400000000000002,ninigret,4.1
1999-05-22,13.6,NA,NA,21.1,6.1,15.000000000000002,ninigret,4.4
1999-05-23,13.2,NA,NA,16.7,7.2,9.5,ninigret,4.800000000000001
1999-05-24,15.3,NA,NA,17.2,13.9,3.299999999999999,ninigret,2.6999999999999993
1999-05-25,14.8,NA,NA,21.1,10,11.100000000000001,ninigret,3.1999999999999993
1999-05-26,15.7,NA,NA,21.7,7.8,13.899999999999999,ninigret,2.3000000000000007
1999-05-27,16.3,NA,NA,23.3,10.6,12.700000000000001,ninigret,1.6999999999999993
1999-05-28,15.7,NA,NA,23.3,7.8,15.5,ninigret,2.3000000000000007
1999-05-29,17.3,NA,NA,26.1,9.4,16.700000000000003,ninigret,0.6999999999999993
1999-05-30,18.8,NA,NA,26.7,10,16.7,ninigret,0
1999-05-31,18.2,NA,NA,28.3,10.6,17.700000000000003,ninigret,0
1999-06-01,17.8,NA,NA,24.4,10,14.399999999999999,ninigret,0.1999999999999993
1999-06-02,20,NA,NA,28.9,14.4,14.499999999999998,ninigret,0
1999-06-03,21.1,NA,NA,26.7,15,11.7,ninigret,0
1999-06-04,17.7,NA,NA,25.6,9.4,16.200000000000003,ninigret,0.3000000000000007
1999-06-05,16.6,NA,NA,24.4,8.3,16.099999999999998,ninigret,1.3999999999999986
1999-06-06,17.6,NA,NA,23.9,10.6,13.299999999999999,ninigret,0.3999999999999986
1999-06-07,24.3,NA,NA,32.2,16.7,15.500000000000004,ninigret,0
1999-06-08,25.1,NA,NA,31.7,17.2,14.5,ninigret,0
1999-06-09,17.4,NA,NA,22.8,13.9,8.9,ninigret,0.6000000000000014
1999-06-10,15.6,NA,NA,20.6,10,10.600000000000001,ninigret,2.4000000000000004
1999-06-11,15.8,NA,NA,23.9,8.9,14.999999999999998,ninigret,2.1999999999999993
1999-06-12,17.8,NA,NA,25.6,11.1,14.500000000000002,ninigret,0.1999999999999993
1999-06-17,14.5,NA,NA,16.7,13.3,3.3999999999999986,ninigret,3.5
1999-06-18,16.3,NA,NA,23.3,9.4,13.9,ninigret,1.6999999999999993
1999-06-19,17.2,NA,NA,25.6,8.9,16.700000000000003,ninigret,0.8000000000000007
1999-06-20,16,NA,NA,22.8,10,12.8,ninigret,2
1999-06-21,17,NA,NA,26.7,10,16.7,ninigret,1
1999-06-22,18.2,NA,NA,25,9.4,15.6,ninigret,0
1999-06-23,21.4,NA,NA,29.4,13.3,16.099999999999998,ninigret,0
1999-06-24,20.6,NA,NA,28.9,12.8,16.099999999999998,ninigret,0
1999-06-25,20.4,NA,NA,25.6,15.6,10.000000000000002,ninigret,0
1999-06-26,23.2,NA,NA,29.4,16.7,12.7,ninigret,0
1999-06-27,23.1,NA,NA,31.7,15,16.7,ninigret,0
1999-06-28,21.8,NA,NA,26.1,20,6.100000000000001,ninigret,0
1999-06-29,21.2,NA,NA,23.9,20,3.8999999999999986,ninigret,0
1999-06-30,21.4,NA,NA,25.6,18.9,6.700000000000003,ninigret,0
1999-07-01,21.4,NA,NA,25.6,19.4,6.200000000000003,ninigret,0
1999-07-02,22,NA,NA,26.1,20,6.100000000000001,ninigret,0
1999-07-03,24,NA,NA,30.6,18.3,12.3,ninigret,0
1999-07-04,23.3,NA,NA,28.9,20,8.899999999999999,ninigret,0
1999-07-05,28.8,NA,NA,37.2,20,17.200000000000003,ninigret,0
1999-07-06,26.6,NA,NA,33.9,18.9,15,ninigret,0
1999-07-07,24.3,NA,NA,31.7,15.6,16.1,ninigret,0
1999-07-08,21.1,NA,NA,30,12.8,17.2,ninigret,0
1999-07-09,19.6,NA,NA,23.9,12.2,11.7,ninigret,0
1999-07-10,22.4,NA,NA,26.1,18.3,7.800000000000001,ninigret,0
1999-07-11,19.7,NA,NA,28.3,10,18.3,ninigret,0
1999-07-12,19.7,NA,NA,27.8,8.9,18.9,ninigret,0
1999-07-13,16.1,NA,NA,21.1,10,11.100000000000001,ninigret,1.8999999999999986
1999-07-14,17.2,NA,NA,25.6,8.9,16.700000000000003,ninigret,0.8000000000000007
1999-07-15,20.1,NA,NA,27.2,10.6,16.6,ninigret,0
1999-07-16,23.2,NA,NA,30.6,16.7,13.900000000000002,ninigret,0
1999-07-17,23.4,NA,NA,30,17.8,12.2,ninigret,0
1999-07-18,24.7,NA,NA,30.6,20,10.600000000000001,ninigret,0
1999-07-19,23.7,NA,NA,31.1,19.4,11.700000000000003,ninigret,0
1999-07-20,21.4,NA,NA,28.9,14.4,14.499999999999998,ninigret,0
1999-07-21,20.8,NA,NA,27.2,12.8,14.399999999999999,ninigret,0
1999-07-22,22.3,NA,NA,28.9,18.3,10.599999999999998,ninigret,0
1999-07-23,22.1,NA,NA,27.8,16.7,11.100000000000001,ninigret,0
1999-07-24,23.7,NA,NA,28.9,20.6,8.299999999999997,ninigret,0
1999-07-25,25.1,NA,NA,31.1,21.7,9.400000000000002,ninigret,0
1999-07-26,22.9,NA,NA,28.3,18.3,10,ninigret,0
1999-07-27,23.3,0,2,27.2,18.9,8.3,westerly,0
1999-07-28,23.3,0,2.3,30.6,16.1,14.5,westerly,0
1999-07-29,21.1,0,2.2,28.3,13.3,15,westerly,0
1999-07-30,24.4,0,2.3,27.8,20.6,7.199999999999999,westerly,0
1999-07-31,23.9,0,3,27.2,20.6,6.599999999999998,westerly,0
1999-08-01,26.7,0,3.4,30.6,22.8,7.800000000000001,westerly,0
1999-08-02,23.9,0,3,29.4,18.3,11.099999999999998,westerly,0
1999-08-03,21.1,0,2.7,26.7,15.6,11.1,westerly,0
1999-08-04,20,0,2.5,26.1,13.9,12.200000000000001,westerly,0
1999-08-05,20.6,0.3,2.9,26.1,14.4,11.700000000000001,westerly,0
1999-08-06,21.7,0,3,27.8,15,12.8,westerly,0
1999-08-07,21.1,0,2.9,26.7,15.6,11.1,westerly,0
1999-08-08,21.7,30.2,3.3,26.1,17.2,8.900000000000002,westerly,0
1999-08-09,20,0,3,25,15,10,westerly,0
1999-08-10,16.7,0,2.8,22.8,10,12.8,westerly,1.3000000000000007
1999-08-11,20,17.3,3,22.8,17.2,5.600000000000001,westerly,0
1999-08-12,23.9,0,1.6,28.3,19.4,8.900000000000002,westerly,0
1999-08-13,22.8,0,3.8,25.6,20,5.600000000000001,westerly,0
1999-08-14,23.3,8.1,3.8,26.1,20.6,5.5,westerly,0
1999-08-15,20,1.8,3.2,21.7,18.3,3.3999999999999986,westerly,0
1999-08-16,20,0,2.1,24.4,15.6,8.799999999999999,westerly,0
1999-08-17,22.8,0,4.4,26.1,19.4,6.700000000000003,westerly,0
1999-08-18,25.6,0,2.7,30,20.6,9.399999999999999,westerly,0
1999-08-19,19.4,0,2.7,25.6,13.3,12.3,westerly,0
1999-08-20,17.2,4.3,3.8,22.2,11.7,10.5,westerly,0.8000000000000007
1999-08-21,16.7,0,4.1,18.9,14.4,4.499999999999998,westerly,1.3000000000000007
1999-08-22,17.8,0,2.7,20.6,15,5.600000000000001,westerly,0.1999999999999993
1999-08-23,20.6,0,1.4,26.1,14.4,11.700000000000001,westerly,0
1999-08-24,21.1,0.3,1.3,28.9,13.3,15.599999999999998,westerly,0
1999-08-25,20,0,1.3,26.1,13.9,12.200000000000001,westerly,0
1999-08-26,20,8.6,3,23.3,16.7,6.600000000000001,westerly,0
1999-08-27,22.8,4.8,3.1,25,20,5,westerly,0
1999-08-28,24.4,0,3.4,27.2,21.1,6.099999999999998,westerly,0
1999-08-29,23.3,0,3.4,28.9,17.2,11.7,westerly,0
1999-08-30,16.7,0,3.4,21.1,12.2,8.900000000000002,westerly,1.3000000000000007
1999-08-31,17.8,0,3.4,23.9,11.1,12.799999999999999,westerly,0.1999999999999993
1999-09-01,17.8,0,2.8,25,10,15,westerly,0.1999999999999993
1999-09-02,18.3,0,2,27.2,9.4,17.799999999999997,westerly,0
1999-09-03,18.9,0.3,0.8,25.6,11.7,13.900000000000002,westerly,0
1999-09-04,22.2,0.3,2.5,26.7,17.2,9.5,westerly,0
1999-09-05,22.2,0,4,26.7,17.8,8.899999999999999,westerly,0
1999-09-06,23.9,3.6,4.1,25.6,21.7,3.900000000000002,westerly,0
1999-09-07,23.9,0,3.8,26.1,21.7,4.400000000000002,westerly,0
1999-09-08,22.8,14.7,3.8,23.9,21.1,2.799999999999997,westerly,0
1999-09-09,23.3,0.3,2.8,25,21.7,3.3000000000000007,westerly,0
1999-09-10,21.1,61.7,4.3,22.8,18.9,3.900000000000002,westerly,0
1999-09-11,20,0.3,1.8,26.1,13.9,12.200000000000001,westerly,0
1999-09-12,18.3,0.3,1.5,25,11.7,13.3,westerly,0
1999-09-13,16.7,0,2.4,22.2,11.1,11.1,westerly,1.3000000000000007
1999-09-14,20,2.8,2.1,22.8,17.2,5.600000000000001,westerly,0
1999-09-15,21.1,26.9,1.7,24.4,17.8,6.599999999999998,westerly,0
1999-09-16,21.1,0,6.3,23.9,18.3,5.599999999999998,westerly,0
1999-09-17,16.1,0,5.8,18.9,13.3,5.599999999999998,westerly,1.8999999999999986
1999-09-18,16.1,0,2.3,22.8,9.4,13.4,westerly,1.8999999999999986
1999-09-19,14.4,0,2.4,21.7,7.2,14.5,westerly,3.5999999999999996
1999-09-20,15.6,0,2.7,21.1,9.4,11.700000000000001,westerly,2.4000000000000004
1999-09-21,17.8,0,1.3,20.6,15,5.600000000000001,westerly,0.1999999999999993
1999-09-22,14.4,0.3,3.2,17.8,10.6,7.200000000000001,westerly,3.5999999999999996
1999-09-23,15,0,4.2,21.1,8.9,12.200000000000001,westerly,3
1999-09-24,19.4,0,5.5,22.8,16.1,6.699999999999999,westerly,0
1999-09-25,17.2,0.3,3.1,22.8,11.7,11.100000000000001,westerly,0.8000000000000007
1999-09-26,13.9,0,1.8,19.4,8.3,11.099999999999998,westerly,4.1
1999-09-27,13.9,0,1.5,19.4,7.8,11.599999999999998,westerly,4.1
1999-09-28,15.6,0.3,1.6,20,10.6,9.4,westerly,2.4000000000000004
1999-09-29,17.8,0,2.6,20.6,14.4,6.200000000000001,westerly,0.1999999999999993
1999-09-30,15.6,0,4.4,22.2,8.9,13.299999999999999,westerly,2.4000000000000004
1999-10-01,12.2,0,2.6,18.9,5.6,13.299999999999999,westerly,5.800000000000001
1999-10-02,13.9,0,2.6,19.4,7.8,11.599999999999998,westerly,4.1
1999-10-03,18.9,0,3.4,23.3,13.9,9.4,westerly,0
1999-10-04,13.9,3.6,3.9,20.6,6.7,13.900000000000002,westerly,4.1
1999-10-05,8.3,4.1,3.2,10,6.1,3.9000000000000004,westerly,9.7
1999-10-06,10,0,3.1,16.7,3.3,13.399999999999999,westerly,8
1999-10-07,6.1,0,2.4,11.7,0,11.7,westerly,11.9
1999-10-08,7.8,0,4,16.1,-1.1,17.200000000000003,westerly,10.2
1999-10-09,16.1,0,4.8,18.9,13.3,5.599999999999998,westerly,1.8999999999999986
1999-10-10,15.6,15.2,3.3,18.3,12.2,6.100000000000001,westerly,2.4000000000000004
1999-10-11,14.4,0,3.2,20,8.9,11.1,westerly,3.5999999999999996
1999-10-12,11.1,0,1.7,16.7,5.6,11.1,westerly,6.9
1999-10-13,12.8,13.5,5.1,20,5.6,14.4,westerly,5.199999999999999
1999-10-14,10.6,13.2,4.8,18.3,2.8,15.5,westerly,7.4
1999-10-15,6.1,0,2,12.8,-1.1,13.9,westerly,11.9
1999-10-16,11.1,0,1.5,19.4,2.8,16.599999999999998,westerly,6.9
1999-10-17,14.4,9.1,1.5,19.4,9.4,9.999999999999998,westerly,3.5999999999999996
1999-10-18,11.1,23.9,5.3,17.2,5,12.2,westerly,6.9
1999-10-19,6.1,0,3.2,11.7,0.6,11.1,westerly,11.9
1999-10-20,11.7,22.9,2.9,13.9,9.4,4.5,westerly,6.300000000000001
1999-10-21,9.4,0,1.8,15,3.3,11.7,westerly,8.6
1999-10-22,8.9,0,3.9,15.6,2.2,13.399999999999999,westerly,9.1
1999-10-23,11.1,4.8,4.7,13.9,7.8,6.1000000000000005,westerly,6.9
1999-10-24,9.4,0,2.6,14.4,4.4,10,westerly,8.6
1999-10-25,7.8,0,2.6,12.8,2.8,10,westerly,10.2
1999-10-26,10.6,0,5,17.8,2.8,15,westerly,7.4
1999-10-27,10.6,0,2.6,17.2,3.9,13.299999999999999,westerly,7.4
1999-10-28,7.2,0,3.7,12.2,2.2,10,westerly,10.8
1999-10-29,12.2,0,2.6,16.7,7.2,9.5,westerly,5.800000000000001
1999-10-30,11.1,0,2.8,16.1,6.1,10.000000000000002,westerly,6.9
1999-10-31,15.6,0,4.1,17.8,13.3,4.5,westerly,2.4000000000000004
1999-11-01,12.2,0,2.1,18.3,5.6,12.700000000000001,westerly,5.800000000000001
1999-11-02,12.2,13.5,4.5,18.9,5,13.899999999999999,westerly,5.800000000000001
1999-11-03,12.2,18.5,6.7,17.8,6.1,11.700000000000001,westerly,5.800000000000001
1999-11-04,9.4,0,NA,10.6,7.8,2.8,westerly,8.6
1999-11-05,11.1,0,4.8,15,6.7,8.3,westerly,6.9
1999-11-06,13.9,0,3.8,18.3,9.4,8.9,westerly,4.1
1999-11-07,5,0,4,8.9,1.1,7.800000000000001,westerly,13
1999-11-08,1.7,0,1.8,6.1,-2.8,8.899999999999999,westerly,16.3
1999-11-09,6.1,0,3.9,14.4,-2.8,17.2,westerly,11.9
1999-11-10,16.7,0.3,5.8,20,13.3,6.699999999999999,westerly,1.3000000000000007
1999-11-11,6.7,1.3,3.8,15.6,-2.2,17.8,westerly,11.3
1999-11-12,3.9,0.5,2.8,10,-2.2,12.2,westerly,14.1
1999-11-13,7.8,0,2.5,13.9,1.7,12.200000000000001,westerly,10.2
1999-11-14,7.2,0.3,4.2,13.9,0,13.9,westerly,10.8
1999-11-15,4.4,0,5.1,7.2,1.7,5.5,westerly,13.6
1999-11-16,1.7,0,5.1,4.4,-1.1,5.5,westerly,16.3
1999-11-17,2.2,0,3.8,5.6,-1.1,6.699999999999999,westerly,15.8
1999-11-18,3.3,0,2.1,8.9,-2.8,11.7,westerly,14.7
1999-11-19,7.2,0,2,13.9,0.6,13.3,westerly,10.8
1999-11-20,10,3.3,3.8,16.1,3.3,12.8,westerly,8
1999-11-21,10.6,0,1.3,15.6,5.6,10,westerly,7.4
1999-11-22,9.4,0.5,0.9,11.7,6.7,4.999999999999999,westerly,8.6
1999-11-23,13.3,0.5,0.8,16.1,10,6.100000000000001,westerly,4.699999999999999
1999-11-24,13.3,1.5,2.5,15,11.7,3.3000000000000007,westerly,4.699999999999999
1999-11-25,11.1,3,2.3,13.9,8.3,5.6,westerly,6.9
1999-11-26,12.8,0.3,4.5,16.7,8.3,8.399999999999999,westerly,5.199999999999999
1999-11-27,10,8.4,3,16.1,3.3,12.8,westerly,8
1999-11-28,5,0,2.8,10,0,10,westerly,13
1999-11-29,3.9,0,2.5,8.3,-0.6,8.9,westerly,14.1
1999-11-30,0.6,0,5.2,3.9,-2.8,6.699999999999999,westerly,17.4
1999-12-01,-1.9,NA,NA,2.2,-3.9,6.1,ninigret,19.9
1999-12-02,3.3,0,3.1,10.6,-3.9,14.5,westerly,14.7
1999-12-03,7.2,0,1.3,11.7,2.2,9.5,westerly,10.8
1999-12-04,11.7,0,1.9,17.8,5.6,12.200000000000001,westerly,6.300000000000001
1999-12-05,9.4,0,2.4,16.7,2.2,14.5,westerly,8.6
1999-12-06,15.6,27.4,2.2,16.1,14.4,1.700000000000001,westerly,2.4000000000000004
1999-12-07,10.6,25.7,4.4,16.1,5,11.100000000000001,westerly,7.4
1999-12-08,7.8,0,2,12.8,2.2,10.600000000000001,westerly,10.2
1999-12-09,4.4,0,0.6,10,-1.7,11.7,westerly,13.6
1999-12-10,7.2,0.5,3.8,15,-0.6,15.6,westerly,10.8
1999-12-11,6.1,0,5.3,9.4,2.2,7.2,westerly,11.9
1999-12-12,5,0,2.4,10,0,10,westerly,13
1999-12-13,6.1,3,1.4,12.2,-0.6,12.799999999999999,westerly,11.9
1999-12-14,7.8,12.4,6.1,8.9,6.1,2.8000000000000007,westerly,10.2
1999-12-15,9.4,1,4.8,11.1,7.8,3.3,westerly,8.6
1999-12-16,9.4,0.3,4.4,13.3,5.6,7.700000000000001,westerly,8.6
1999-12-17,5.6,0,4.4,7.8,3.3,4.5,westerly,12.4
1999-12-18,3.3,0,1.4,6.7,0,6.7,westerly,14.7
1999-12-19,3.3,0,2.8,6.1,0,6.1,westerly,14.7
1999-12-20,9.4,1.5,4.8,17.8,1.1,16.7,westerly,8.6
1999-12-21,8.3,0.5,3.1,13.3,2.2,11.100000000000001,ninigret,9.7
1999-12-22,0.9,0,2,4.4,-5,9.4,ninigret,17.1
1999-12-23,-1.7,0,2.3,3.9,-7.8,11.7,westerly,19.7
1999-12-24,-3.9,0,3,-0.6,-7.8,7.2,westerly,21.9
1999-12-26,-2.8,0,5.6,4.4,-10,14.4,westerly,20.8
1999-12-27,-0.6,0,3.7,1.1,-2.8,3.9,westerly,18.6
1999-12-31,-1.7,0,1,3.3,-6.7,10,westerly,19.7
2000-01-01,0,0,1.1,6.1,-6.7,12.8,westerly,18
2000-01-02,4.4,0,3.3,12.2,-3.3,15.5,westerly,13.6
2000-01-03,11.7,0,3.4,14.4,8.9,5.5,westerly,6.300000000000001
2000-01-04,10.6,20.6,5.7,13.3,7.8,5.500000000000001,westerly,7.4
2000-01-05,2.2,5.1,4.3,8.9,-4.4,13.3,westerly,15.8
2000-01-06,-1.1,0,2.7,5.6,-7.8,13.399999999999999,westerly,19.1
2000-01-07,2.2,0,2.8,7.8,-3.9,11.7,westerly,15.8
2000-01-08,0.6,0,3.6,3.3,-2.8,6.1,westerly,17.4
2000-01-09,5.6,0.3,3.1,7.8,3.3,4.5,westerly,12.4
2000-01-10,7.8,23.9,5.9,12.2,3.3,8.899999999999999,westerly,10.2
2000-01-11,7.8,0,6.2,10.6,4.4,6.199999999999999,westerly,10.2
